企業名,証券コード,EDINETコード,docID,帳簿価額（元単位）,時価（元単位）,含み益（元単位）,元単位,ソースファイル,注記,帳簿価額_百万円,時価_百万円,含み益_百万円
ファナック株式会社,6954,E01946,S100W6NX,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01946-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社トライアルホールディングス,141A,E38525,S100WRQT,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E38525-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
信和株式会社,3447,E33834,S100W3UZ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33834-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社ナガセ,9733,E04824,S100W3FI,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04824-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社　群馬銀行,8334,E03554,S100VXIB,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03554-000_2025-03-31_01_2025-06-13_ixbrl.htm,開示なし,,,
日邦産業株式会社,9913,E02752,S100W0EI,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02752-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社アスア,246A,E39936,S100WRLD,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E39936-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社オークワ,8217,E03119,S100VQ6R,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03119-000_2025-02-20_01_2025-05-13_ixbrl.htm,開示なし,,,
株式会社セゾンテクノロジー,9640,E04889,S100VX9J,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04889-000_2025-03-31_01_2025-06-13_ixbrl.htm,開示なし,,,
ブランディングテクノロジー株式会社,7067,E34975,S100W8I0,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34975-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
グリーホールディングス株式会社,3632,E22012,S100WQWX,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E22012-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社西松屋チェーン,7545,E03287,S100VQTH,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E03287-000_2025-02-20_01_2025-05-14_ixbrl.htm,開示なし,,,
エーザイ株式会社,4523,E00939,S100VXIO,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00939-000_2025-03-31_01_2025-06-13_ixbrl.htm,開示なし,,,
株式会社グローバルウェイ,3936,E32225,S100W0EO,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E32225-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
ウィルソン・ラーニング　ワールドワイド株式会社,9610,E04916,S100W9H1,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04916-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社ビューティカダンホールディングス,3041,E05597,S100WRES,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05597-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社リプライオリティ,242A,E39920,S100XDDC,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E39920-000_2025-09-30_01_2025-12-26_ixbrl.htm,開示なし,,,
エブレン株式会社,6599,E35555,S100W76K,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E35555-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社ＭＦＳ,196A,E39668,S100WRQK,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E39668-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社サンデー,7450,E03245,S100VRU8,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03245-000_2025-02-28_01_2025-05-16_ixbrl.htm,開示なし,,,
ヤマトホールディングス株式会社,9064,E04187,S100VXJ4,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04187-000_2025-03-31_01_2025-06-13_ixbrl.htm,開示なし,,,
株式会社アスマーク,4197,E37502,S100XNPA,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E37502-000_2025-11-30_01_2026-02-27_ixbrl.htm,開示なし,,,
株式会社　アルバック,6728,E01589,S100WQX1,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01589-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社Ｍ＆Ａ総研ホールディングス,9552,E37733,S100XDNQ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E37733-000_2025-09-30_01_2026-01-05_ixbrl.htm,開示なし,,,
株式会社瑞光,6279,E01677,S100VRJK,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01677-000_2025-02-20_01_2025-05-16_ixbrl.htm,開示なし,,,
株式会社シーティーエス,4345,E05267,S100VZXM,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05267-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社アイスタイル,3660,E26301,S100WRCU,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E26301-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
ＹＣＰホールディングス（グローバル）リミテッド,9257,E37220,S100VU1R,,,,,PublicDoc/0105010_0916600102506.htm,開示なし,,,
アステリア株式会社,3853,E05699,S100W0T0,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05699-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社マーケットエンタープライズ,3135,E31551,S100WRDT,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E31551-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
パレモ・ホールディングス株式会社,2778,E03415,S100VRLV,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03415-000_2025-02-20_01_2025-05-16_ixbrl.htm,開示なし,,,
住友理工株式会社,5191,E01097,S100VZJC,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01097-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社ベクターホールディングス,2656,E05112,S100W9GQ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05112-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社エフオン,9514,E05470,S100WRA0,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05470-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
イオンディライト株式会社,9787,E04874,S100VRS0,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04874-000_2025-02-28_01_2025-05-19_ixbrl.htm,開示なし,,,
全国保証株式会社,7164,E09753,S100VXAU,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E09753-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
株式会社筑波銀行,8338,E03552,S100VZA7,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03552-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
ランサーズ株式会社,4484,E35287,S100W9CA,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E35287-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
ＩＰＳホールディングス株式会社,4335,E05255,S100WRPN,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05255-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
チムニー株式会社,3178,E23818,S100VXGN,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E23818-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
日置電機株式会社,6866,E01999,S100XNNG,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01999-000_2025-12-31_01_2026-02-27_ixbrl.htm,開示なし,,,
株式会社エイトレッド,3969,E32825,S100W19A,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E32825-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社クラダシ,5884,E38682,S100WRPW,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E38682-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社ウェッジホールディングス,2388,E00745,S100XDIK,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00745-000_2025-09-30_01_2025-12-26_ixbrl.htm,開示なし,,,
株式会社あさひ,3333,E03439,S100VQSO,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E03439-000_2025-02-20_01_2025-05-19_ixbrl.htm,開示なし,,,
株式会社アイシン,7259,E01593,S100VXZU,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01593-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
株式会社大紀アルミニウム工業所,5702,E01318,S100W0CS,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01318-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
サスメド株式会社,4263,E37207,S100WR1U,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E37207-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社ＮａＩＴＯ,7624,E02903,S100VRYR,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02903-000_2025-02-28_01_2025-05-20_ixbrl.htm,開示なし,,,
株式会社アイ・アールジャパンホールディングス,6035,E31054,S100VXOG,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E31054-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
フラー株式会社,387A,E38722,S100WQUS,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E38722-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社ライフコーポレーション,8194,E03083,S100VS1P,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03083-000_2025-02-28_01_2025-05-20_ixbrl.htm,開示なし,,,
株式会社ナガワ,9663,E04867,S100VXUY,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E04867-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
株式会社阿波銀行,8388,E03587,S100W01T,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03587-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社フルッタフルッタ,2586,E31035,S100W9NQ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31035-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
テクノプロ・ホールディングス株式会社,6028,E31030,S100WRK2,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31030-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社ダイセキ環境ソリューション,1712,E05444,S100VS5D,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05444-000_2025-02-28_01_2025-05-20_ixbrl.htm,開示なし,,,
Ｈ．Ｕ．グループホールディングス株式会社,4544,E00967,S100VXAH,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00967-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
太陽化学株式会社,2902,E00472,S100VZXN,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00472-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
ＮＡＮＯ　ＭＲＮＡ株式会社,4571,E05728,S100W8XP,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05728-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
あいホールディングス株式会社,3076,E03006,S100WRM2,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03006-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社ジーダット,3841,E05669,S100VY2W,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E05669-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
レジル株式会社,176A,E39488,S100WRGF,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E39488-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
イオンフィナンシャルサービス株式会社,8570,E04912,S100VSIO,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04912-000_2025-02-28_01_2025-05-21_ixbrl.htm,開示なし,,,
株式会社キーエンス,6861,E01967,S100VWNU,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01967-000_2025-03-20_01_2025-06-16_ixbrl.htm,開示なし,,,
株式会社ジェイテックコーポレーション,3446,E33777,S100WRL1,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33777-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
積水化学工業株式会社,4204,E00820,S100VXYE,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00820-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
株式会社北海電工,1832,E01855,S100W7KL,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01855-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社インサイト,2172,E05740,S100WRCI,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05740-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社ダイセキ,9793,E04931,S100VQYT,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04931-000_2025-02-28_01_2025-05-21_ixbrl.htm,開示なし,,,
双日株式会社,2768,E02958,S100VY7S,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02958-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
株式会社ゲームカード・ジョイコホールディングス,6249,E25169,S100W16Q,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E25169-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社リスキル,291A,E40145,S100W9R3,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E40145-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社ＦＣホールディングス,6542,E32683,S100WRCV,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E32683-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社コックス,9876,E03163,S100VSNL,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03163-000_2025-02-28_01_2025-05-22_ixbrl.htm,開示なし,,,
株式会社ヤマト,1967,E00138,S100VX95,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00138-000_2025-03-20_01_2025-06-16_ixbrl.htm,開示なし,,,
オークマ株式会社,6103,E01481,S100W043,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01481-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社マックハウス,7603,E03313,S100VSQ0,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E03313-000_2025-02-28_01_2025-05-22_ixbrl.htm,開示なし,,,
株式会社ジャムコ,7408,E02254,S100W8KM,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02254-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
古野電気株式会社,6814,E01839,S100VS62,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01839-000_2025-02-28_01_2025-05-22_ixbrl.htm,開示なし,,,
ＮＣＳ＆Ａ株式会社,9709,E04841,S100W0HA,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04841-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
スターシーズ株式会社,3083,E03498,S100VSWU,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03498-000_2025-02-28_01_2025-05-22_ixbrl.htm,開示なし,,,
ワタミ株式会社,7522,E03275,S100W9GC,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03275-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社ファインズ,5125,E37482,S100WS33,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E37482-000_2025-06-30_01_2025-09-29_ixbrl.htm,開示なし,,,
株式会社ベルク,9974,E03216,S100VSN7,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03216-000_2025-02-28_01_2025-05-22_ixbrl.htm,開示なし,,,
東リ株式会社,7971,E00995,S100VXRC,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00995-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
株式会社アルメディオ,7859,E02046,S100W2YT,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02046-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社Ｂｉｒｄｍａｎ,7063,E34748,S100WS69,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34748-000_2025-06-30_01_2025-09-29_ixbrl.htm,開示なし,,,
株式会社乃村工藝社,9716,E04835,S100VSO4,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04835-000_2025-02-28_01_2025-05-22_ixbrl.htm,開示なし,,,
フジオーゼックス株式会社,7299,E02225,S100VY4H,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02225-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
信越ポリマー株式会社,7970,E02388,S100W0CP,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02388-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社ジェイテック,2479,E05569,S100W9OZ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05569-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
旭有機材株式会社,4216,E00830,S100VY66,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00830-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
五洋建設株式会社,1893,E00086,S100W0M5,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00086-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社キャンバス,4575,E23487,S100WQRS,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E23487-000_2025-06-30_01_2025-09-29_ixbrl.htm,開示なし,,,
タビオ株式会社,2668,E02923,S100VRYS,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02923-000_2025-02-28_01_2025-05-22_ixbrl.htm,開示なし,,,
アステラス製薬株式会社,4503,E00920,S100VXR3,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00920-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
株式会社トヨコー,341A,E40423,S100W14V,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E40423-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
ＨＰＣシステムズ株式会社,6597,E35114,S100WS3O,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E35114-000_2025-06-30_01_2025-09-29_ixbrl.htm,開示なし,,,
大阪油化工業株式会社,4124,E33382,S100XDGQ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E33382-000_2025-09-30_01_2025-12-26_ixbrl.htm,開示なし,,,
日本酸素ホールディングス株式会社,4091,E00783,S100VXDZ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00783-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
東洋電機株式会社,6655,E02028,S100W16M,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02028-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
シノブフーズ株式会社,2903,E00473,S100W9LZ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00473-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社オウケイウェイヴ,3808,E05587,S100WS3E,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05587-000_2025-06-30_01_2025-09-29_ixbrl.htm,開示なし,,,
株式会社タカキュー,8166,E03093,S100VSQB,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03093-000_2025-02-28_01_2025-05-22_ixbrl.htm,開示なし,,,
かどや製油株式会社,2612,E00433,S100VZHJ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00433-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社ＡＫＩＢＡホールディングス,6840,E02045,S100W7J1,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02045-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社イオンファンタジー,4343,E05264,S100VSQY,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05264-000_2025-02-28_01_2025-05-22_ixbrl.htm,開示なし,,,
トレイダーズホールディングス株式会社,8704,E03819,S100VY4K,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03819-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
株式会社あらた,2733,E02947,S100W0SM,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02947-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
ＳＯＭＰＯホールディングス株式会社,8630,E23924,S100W7EG,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E23924-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
サンケイ化学株式会社,4995,E01009,S100XNCR,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01009-000_2025-11-30_01_2026-02-26_ixbrl.htm,開示なし,,,
太平洋工業株式会社,7250,E02178,S100VY54,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02178-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
森六株式会社,4249,E33603,S100W166,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33603-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
株式会社フーディソン,7114,E38167,S100W917,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E38167-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社エーアイテイー,9381,E04369,S100VRXL,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04369-000_2025-02-28_01_2025-05-22_ixbrl.htm,開示なし,,,
シンプレクス・ホールディングス株式会社,4373,E36928,S100VY57,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36928-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
広島ガス株式会社,9535,E04521,S100W06L,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04521-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
第一カッター興業株式会社,1716,E00320,S100WRZ3,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00320-000_2025-06-30_01_2025-09-29_ixbrl.htm,開示なし,,,
株式会社ボードルア,4413,E37133,S100VTC5,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E37133-000_2025-02-28_01_2025-05-23_ixbrl.htm,開示なし,,,
株式会社小松製作所,6301,E01532,S100VXAI,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01532-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
ＢＲＵＮＯ株式会社,3140,E21259,S100WS12,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E21259-000_2025-06-30_01_2025-09-29_ixbrl.htm,開示なし,,,
株式会社ナカボーテック,1787,E00260,S100VZ8C,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E00260-000_2025-03-31_01_2025-06-20_ixbrl.htm,開示なし,,,
昭和ホールディングス株式会社,5103,E01088,S100W85Z,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01088-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
株式会社アイリックコーポレーション,7325,E34281,S100WS0W,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34281-000_2025-06-30_01_2025-09-29_ixbrl.htm,開示なし,,,
株式会社エディア,3935,E32238,S100VTBF,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E32238-000_2025-02-28_01_2025-05-23_ixbrl.htm,開示なし,,,
エステー株式会社,4951,E01019,S100VY3A,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01019-000_2025-03-31_01_2025-06-16_ixbrl.htm,開示なし,,,
エフビー介護サービス株式会社,9220,E37523,S100W9FS,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E37523-000_2025-03-31_01_2025-06-30_ixbrl.htm,開示なし,,,
コーア商事ホールディングス株式会社,9273,E34071,S100WRWI,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34071-000_2025-06-30_01_2025-09-29_ixbrl.htm,開示なし,,,
